,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
16366,CAS_14265-44-2,2009,2009-01--2009-12,UKSC020446,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
16377,CAS_14265-44-2,2009,2009-01--2009-12,UKSC020407,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
16379,CAS_14265-44-2,2009,2009-01--2009-12,UKGB104027068320,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
16391,CAS_7723-14-0,2006,2006-01--2006-12,NO247-22-R,Norway,3812230.0,0.0,0.0,15.49,4.6,6.12,13.15,26.57,2.25,0.0,14.68,26.16
16430,CAS_7723-14-0,2009,2009-01--2009-12,ES12054,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
16432,CAS_14265-44-2,2009,2009-01--2009-12,FRDR2023,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16458,CAS_7723-14-0,2009,2009-01--2009-12,FRGR2260,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16463,CAS_14265-44-2,2009,2009-01--2009-12,FRDR503,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16474,CAS_14265-44-2,2009,2009-01--2009-12,FRDR1679,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16489,CAS_7723-14-0,2009,2009-01--2009-12,FRHR239,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16492,CAS_14265-44-2,2009,2009-01--2009-12,FRHR241,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16496,CAS_7723-14-0,2009,2009-01--2009-12,FRHR241,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16510,CAS_14265-44-2,2009,2009-01--2009-12,FRHR242,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16526,CAS_14265-44-2,2009,2009-01--2009-12,FRHR238,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16538,CAS_14265-44-2,2009,2009-01--2009-12,FRHR251A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16540,CAS_14265-44-2,2009,2009-01--2009-12,FRHR246A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16551,CAS_7723-14-0,2009,2009-01--2009-12,FRGR2060,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16561,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0411B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16562,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0411B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16564,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0413,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16573,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0410B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16578,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0444,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16582,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0413,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16588,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0422,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16591,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0423,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16597,CAS_14265-44-2,2014,2014-01-01--2014-12-31,ES030MSPF0616010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
16611,CAS_7723-14-0,2009,2009-01--2009-12,ES014MSPFES-014-NR-111-025-02-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
16644,CAS_14265-44-2,2010,2010-01--2010-12,DERW_DEBW_4-03,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
16645,CAS_7723-14-0,2011,2011-01--2011-12,LT100100014,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
16647,CAS_14265-44-2,2010,2010-01--2010-12,DERW_DERP_2000000000_5,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
16653,CAS_14265-44-2,2010,2010-01--2010-12,LT100100014,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
16659,CAS_14265-44-2,2010,2010-01--2010-12,DERW_DEBW_4-03,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
16661,CAS_14265-44-2,2008,2008-01--2008-12,FRDR1806A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16719,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DEBW_4-03,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
16737,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DEBW_32-05-OR3,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
16765,CAS_14265-44-2,2007,2007-01--2007-12,UKGB105034045710,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
16784,CAS_14265-44-2,2006,2006-01--2006-12,UKGB107041012200,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
16803,CAS_7723-14-0,2009,2009-01--2009-12,FRFR90,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16806,CAS_14265-44-2,2009,2009-01--2009-12,FRFR523A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16819,CAS_7723-14-0,2009,2009-01--2009-12,FRDR362A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16842,CAS_14265-44-2,2009,2009-01--2009-12,FRDR353A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16876,CAS_14265-44-2,2009,2009-01--2009-12,FRDR281A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16890,CAS_7723-14-0,2009,2009-01--2009-12,FRDR329B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16895,CAS_7723-14-0,2009,2009-01--2009-12,FRDR316,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16904,CAS_14265-44-2,2009,2009-01--2009-12,FRDR535,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16908,CAS_7723-14-0,2009,2009-01--2009-12,IT12-2_34,Italy,39653776.0,0.0,22.000449286566845,34.4,7.6,4.3,15.4,22.8,11.6,0.0,0.0,25.9
16916,CAS_14265-44-2,2010,2010-01--2010-12,BG3TU900R060,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
16919,CAS_14265-44-2,2009,2009-01--2009-12,LVD413SP,Latvia,1136923.0,0.0,22.19835662841796,46.7,21.4,2.6,9.7,6.1,7.7,3.6,0.0,21.23
16953,CAS_7723-14-0,2008,2008-01--2008-12,FRDR166,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16970,CAS_14265-44-2,2006,2006-01--2006-12,UKGB108050014170,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
16978,CAS_14265-44-2,2008,2008-01--2008-12,FRDR626,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17002,CAS_14265-44-2,2008,2008-01--2008-12,FRHR308,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17006,CAS_7723-14-0,2008,2008-01--2008-12,FRHR312,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17009,CAS_7723-14-0,2008,2008-01--2008-12,FRDR691,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17016,CAS_14265-44-2,2008,2008-01--2008-12,IT12-2_19,Italy,39653776.0,0.0,22.000449286566845,34.4,7.6,4.3,15.4,22.8,11.6,0.0,0.0,25.9
17025,CAS_7723-14-0,2008,2008-01--2008-12,FRHR354-I5030600,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17027,CAS_14265-44-2,2008,2008-01--2008-12,FRHR327,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17030,CAS_7723-14-0,2008,2008-01--2008-12,FRDR646,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17041,CAS_7723-14-0,2010,2010-01--2010-12,FRGR0087,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17046,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0100,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17052,CAS_14265-44-2,2010,2010-01--2010-12,HRCDRI0001_001,Croatia,7841461.0,0.0,11.013928731282556,30.9,3.7,2.1,11.5,23.2,22.9,0.0,5.7,16.32
17063,CAS_7723-14-0,2010,2010-01--2010-12,FRGR0085,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17068,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0080,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17071,CAS_14265-44-2,2015,2015-01-01--2015-12-31,ROCR01,Romania,6568730.0,0.0,21.938753763834647,56.26,4.89,2.5,10.68,11.34,12.33,0.0,0.0,5.67
17081,CAS_7723-14-0,2005,2005-01--2005-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17088,CAS_7723-14-0,2006,2006-01--2006-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17091,CAS_7723-14-0,2007,2007-01--2007-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17095,CAS_7723-14-0,2009,2009-01--2009-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17103,CAS_7723-14-0,2011,2011-01--2011-12,UKSC010484,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17119,CAS_7723-14-0,2010,2010-01--2010-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17125,CAS_14265-44-2,2011,2011-01--2011-12,ES020MSPF000000150,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17135,CAS_7723-14-0,2011,2011-01--2011-12,ES020MSPF000000036,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17137,CAS_7723-14-0,2010,2010-01--2010-12,ATOK501930000,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17140,CAS_14265-44-2,2006,2006-01--2006-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17141,CAS_14265-44-2,2007,2007-01--2007-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17143,CAS_14265-44-2,2009,2009-01--2009-12,ATOK408330038,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17152,CAS_7723-14-0,2011,2011-01--2011-12,ES020MSPF000000811,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17161,CAS_7723-14-0,2009,2009-01--2009-12,UKGB108045015050,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17167,CAS_14265-44-2,2009,2009-01--2009-12,UKGB112068060530,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17171,CAS_14265-44-2,2010,2010-01--2010-12,ES12117,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17175,CAS_7723-14-0,2010,2010-01--2010-12,ES13259,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17178,CAS_14265-44-2,2009,2009-01--2009-12,UKGB108048001270,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17180,CAS_14265-44-2,2009,2009-01--2009-12,UKGB108048001231,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17192,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DESH_BI_06_A,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
17274,CAS_7723-14-0,2009,2009-01--2009-12,FRDR10142,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17289,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0249,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17290,CAS_7723-14-0,2010,2010-01--2010-12,FRHR268,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17293,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0247,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17306,CAS_14265-44-2,2010,2010-01--2010-12,FRHR276,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17322,CAS_14265-44-2,2009,2009-01--2009-12,FRHR178B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17339,CAS_7723-14-0,2009,2009-01--2009-12,ES11795,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17350,CAS_7723-14-0,2010,2010-01--2010-12,BG4ST400R072,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
17355,CAS_14265-44-2,2009,2009-01--2009-12,LVD406,Latvia,1136923.0,0.0,22.19835662841796,46.7,21.4,2.6,9.7,6.1,7.7,3.6,0.0,21.23
17363,CAS_14265-44-2,2010,2010-01--2010-12,BG1RL900R1112,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
17378,CAS_7723-14-0,2010,2010-01--2010-12,ES030MSPF0323011,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17380,CAS_7723-14-0,2010,2010-01--2010-12,ES030MSPF0430021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17392,CAS_14265-44-2,2009,2009-01--2009-12,UKSC010918,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17399,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005287,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17406,CAS_14265-44-2,2009,2009-01--2009-12,UKSC010101,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17408,CAS_14265-44-2,2009,2009-01--2009-12,UKSC010040,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17432,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005219,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17433,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17435,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005222,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17436,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005228,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17438,CAS_7723-14-0,2009,2009-01--2009-12,UKSC005236,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17443,CAS_14265-44-2,2009,2009-01--2009-12,IEEA_10G050400,Ireland,6942807.0,0.0,0.0,16.6,8.5,3.7,25.8,25.0,12.4,0.0,6.1,33.0
17475,CAS_14265-44-2,2006,2006-01--2006-12,UKGB109054044060,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17480,CAS_7723-14-0,2011,2011-01--2011-12,ATOK305690000,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
17510,CAS_14265-44-2,2006,2006-01--2006-12,UKGB106039023110,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17525,CAS_14265-44-2,2007,2007-01--2007-12,UKGB106039029810,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17536,CAS_7723-14-0,2008,2008-01--2008-12,UKGB109054043960,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17553,CAS_14265-44-2,2008,2008-01--2008-12,UKGB106039023232,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17554,CAS_14265-44-2,2006,2006-01--2006-12,UKGB106039029810,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
17592,CAS_14265-44-2,2009,2009-01--2009-12,FRFR161,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17614,CAS_14265-44-2,2009,2009-01--2009-12,FRFR170,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17616,CAS_14265-44-2,2009,2009-01--2009-12,FRFR651,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17632,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0513,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17645,CAS_7723-14-0,2009,2009-01--2009-12,FRFR183,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17646,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0544,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17648,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0546,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17656,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0543,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17665,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0547B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17677,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0549A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17687,CAS_7723-14-0,2010,2010-01--2010-12,FRHR265,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17689,CAS_7723-14-0,2010,2010-01--2010-12,FRFR356,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17690,CAS_14265-44-2,2010,2010-01--2010-12,FRFR307A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17692,CAS_7723-14-0,2010,2010-01--2010-12,FRFR134,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17693,CAS_7723-14-0,2010,2010-01--2010-12,FRFR305,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17696,CAS_7723-14-0,2010,2010-01--2010-12,FRFRR158_1,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17703,CAS_7723-14-0,2010,2010-01--2010-12,FRFR187,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17705,CAS_14265-44-2,2010,2010-01--2010-12,FRFR161,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17711,CAS_14265-44-2,2010,2010-01--2010-12,FRHR264,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17719,CAS_14265-44-2,2010,2010-01--2010-12,FRHR259,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17722,CAS_14265-44-2,2010,2010-01--2010-12,FRHR263,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17726,CAS_7723-14-0,2010,2010-01--2010-12,FRFR155,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17727,CAS_7723-14-0,2010,2010-01--2010-12,FRFR188,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17729,CAS_14265-44-2,2010,2010-01--2010-12,FRFR161,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17736,CAS_7723-14-0,2010,2010-01--2010-12,FRHR263,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17745,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0185,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17747,CAS_7723-14-0,2010,2010-01--2010-12,FRFR912,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17749,CAS_14265-44-2,2010,2010-01--2010-12,FRFR187,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17751,CAS_7723-14-0,2010,2010-01--2010-12,FRHR254,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17752,CAS_7723-14-0,2010,2010-01--2010-12,FRHR259,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17761,CAS_7723-14-0,2010,2010-01--2010-12,FRDR2015,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17764,CAS_14265-44-2,2010,2010-01--2010-12,FRDR413C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17766,CAS_7723-14-0,2010,2010-01--2010-12,FRDR552D,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17767,CAS_14265-44-2,2010,2010-01--2010-12,FRHR265,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17769,CAS_14265-44-2,2010,2010-01--2010-12,FRHR159,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17777,CAS_14265-44-2,2010,2010-01--2010-12,FRFR211,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17779,CAS_14265-44-2,2010,2010-01--2010-12,FRFR611,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17780,CAS_7723-14-0,2010,2010-01--2010-12,FRFR304,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17781,CAS_14265-44-2,2010,2010-01--2010-12,FRDR677,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17785,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DENW466_0_19,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
17789,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000521,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
17792,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DENW2782_0_39,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
17806,CAS_7723-14-0,2009,2009-01--2009-12,FRHR150,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17811,CAS_14265-44-2,2009,2009-01--2009-12,SE726863-176393,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
